"","State","id","text","Class","period","licensure","education_access","services","status","enforcement","criminal","refugee","migrant","employment","emergency","Class_Int","impact_score","weighted_class"
"1010","PA","PA HR 631 2012","This resolution commemorates the rich history and sesquicentennial anniversary of the Borough of Dunmore and also remembers a group of altruistic Italian immigrants who formed the San Cataldo Society of Dunmore which contributed to the multicultural heritage of Dunmore.","","2012-2016",0,0,0,0,1,0,0,1,0,0,NA,2,NA
"1011","PA","PA HR 634 2012","This resolution recognizes the month of March 2012 as National Women's History Month in Pennsylvania and remembers the contributions of women like Annie Sullivan, born of Irish immigrant parents, a pioneer in the education of students with disabilities.","","2012-2016",0,1,0,0,0,0,0,1,0,0,NA,2,NA
"1012","PA","PA HR 653 2016","This resolution recognizes the 100th anniversary of the awarding of Old Economy Village to the Commonwealth, which is the historic home of a community of German immigrants who began migrating from the city-state of Wurttemberg beginning in 1803, due to religious persecution.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1014","PA","PA HR 671 2014","This resolution designates March 2014 as Irish American Heritage Month.","","2012-2016",0,0,0,0,0,0,0,0,0,0,NA,0,NA
"1015","PA","PA HR 687 2014","This resolution designates the month of March 2014 as Hibernian Heritage Month.","","2012-2016",0,0,0,0,0,0,0,0,0,0,NA,0,NA
"1016","PA","PA HR 69 2013","This resolution commemorates the 300th anniversary of the establishment of Upper Merion Township, originally settled by Swedish and Welsh immigrants whose cultural origins are reflected in the names of areas within the region.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1017","PA","PA HR 736 2014","This resolution designates the month of May 2014 as Asian-Pacific American Heritage Month.","","2012-2016",0,0,0,0,0,0,0,0,0,0,NA,0,NA
"1018","PA","PA HR 779 2014","This resolution recognizes April 26, 2014, as Pretzel Day in Pennsylvania. Pennsylvania is known as the Snack Food Capital of the World, with pretzel bakeries providing about 80% of America's supply. The tradition of pretzel-baking was brought to Pennsylvania by German-speaking immigrants.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1019","PA","PA HR 779 2016","This resolution designates the month of March 2016 as Ancient Order of Hibernians Month. It is the oldest lay Catholic ethnic organization in the U.S., and was formed as a secret society of Irish immigrants.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1020","PA","PA HR 804 2012","This resolution recognizes September 10, 2012 as the 115th anniversary of the Lattimer Massacre where immigrant coal miners were killed while attempting to create a union by local law enforcement.","","2012-2016",0,0,0,0,1,0,0,1,0,0,NA,2,NA
"1021","PA","PA HR 878 2012","This resolution declares October 8, 2012 as Pierogy Day and considers pierogies to be a renowned ethnic cuisine among eastern European immigrants.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1022","PA","PA HR 914 2012","This resolution honors the tricentennial anniversary of the community of Swedesburg who has a robust history involving Swedish, Irish and Polish immigrants.","","2012-2016",0,0,0,0,1,0,0,1,0,0,NA,2,NA
"1023","PA","PA HR 931 2014","This House of Representatives resolution honors the United States Coast Guard on the occasion of its 214th anniversary and cites its accomplishments, including search and rescue and interdiction of undocumented migrants.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1024","PA","PA HR 951 2016","This resolution designates the third Saturday in July as Coal Miner Heritage Day, and celebrates the various ethnic origins of coal miners, many of whom were immigrants.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1025","PA","PA HR 960 2016","Honors the extraordinary life and indelible legacy of Auschwitz survivor, humanitarian and Nobel Peace Prize winner Elie Wiesel, who passed away on July 2, 2016, at the age of 87.","","2012-2016",0,0,0,0,0,0,0,0,0,0,NA,0,NA
"1026","PA","PA S 100 2012","This law amends the Judiciary and Judicial Procedure Code and the Prisons and Parole Code. It adds Section 6143, which outlines the rules and sanctions of early paroles for immigrant inmates subject to a federal removal order.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1029","PA","PA S 637 2012","This law requires public works contractors and subcontractors to verify employment eligibility through the E-Verify Program. It also establishes good faith immunity to those who follow E-Verify Program procedures.","","2012-2016",0,0,0,0,0,0,0,0,1,0,NA,1,NA
"1030","PA","PA S 75 2014","This law clarifies and reenacts provisions of human trafficking law, including providing resources about obtaining or maintaining legal immigration status, certifying cooperation and enabling victims to obtain a special immigrant visa and access federal benefits.","","2012-2016",0,0,1,1,0,0,0,1,0,0,NA,3,NA
"1031","PA","PA SR 110 2013","This resolution congratulates the Whitehall Public Library on its 50th anniversary. The library has received public recognition for the unique services it offers including assistance to English learners from the area's resettled refugee population.","","2012-2016",0,0,0,0,1,0,1,0,0,0,NA,1,NA
"1032","PA","PA SR 193 2015","Designates the week of November 29 through December 5, 2015, as Jewish Community Center Week.","","2012-2016",0,0,0,0,0,0,0,0,0,0,NA,0,NA
"1033","PA","PA SR 197 2015","Designates the month of October 2015 as Polish American Heritage Month","","2012-2016",0,0,0,0,0,0,0,0,0,0,NA,0,NA
"1034","PA","PA SR 200 2013","Designates the month of October 2013 as Polish American Heritage Month.","","2012-2016",0,0,0,0,0,0,0,0,0,0,NA,0,NA
"1035","PA","PA SR 248 2016","This resolution urges the Governor of Pennsylvania, the President of the United States, and DHS to discontinue the resettlement of Syrian refugees in Pennsylvania until effective and thorough security and background checks can be done on them.","","2012-2016",0,0,0,0,0,0,1,0,0,0,NA,0,NA
"1036","PA","PA SR 262 2012","This resolution designates March 2012 as Irish American Heritage Month in Pennsylvania.","","2012-2016",0,0,0,0,0,0,0,0,0,0,NA,0,NA
"1037","PA","PA SR 285 2016","This resolution observes March 1, 2016, as St. David's Day in Pennsylvania, and recognizes Welsh immigrants and their decedents who sought religious freedom and employment in Pennsylvania.","","2012-2016",0,0,0,0,0,0,0,1,1,0,NA,2,NA
"1038","PA","PA SR 296 2016","This resolution designates the month of March 2016 as Irish American Heritage Month, and recognizes the origins and contributions of Irish immigrants.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1039","PA","PA SR 313 2014","This law designates March 2014 as Irish American Heritage Month.","","2012-2016",0,0,0,0,0,0,0,0,0,0,NA,0,NA
"1040","PA","PA SR 33 2015","This resolution observes March 1, 2015, as St. David's Day in Pennsylvania and honors the many Pennsylvanians of Welsh heritage.","","2012-2016",0,0,0,0,0,0,0,0,0,0,NA,0,NA
"1041","PA","PA SR 333 2014","This resolution commemorates the 50th anniversary of the incorporation of the Borough of Seven Springs in Somerset and Fayette Counties. Seven Springs, the highest borough in Pennsylvania at 2530 feet, attracts more than 1 million visitors annually and was founded by a German immigrant.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1042","PA","PA SR 352 2014","This resolution recognizes April 6 through 12, 2014, as Crime Victims' Rights Week in Pennsylvania. The victim assistance community faces new challenges to reach and serve all victims, including victims of newly recognized crimes, such as domestic sex trafficking of minors and cybercrime, and victims who have not always trusted the criminal justice system, including immigrant victims, urban youth and victims who are lesbian, gay, bisexual or transgender.","","2012-2016",0,0,1,0,1,1,0,1,0,0,NA,3,NA
"1043","PA","PA SR 356 2012","This resolution recognizes September 15 through October 15, 2012 as Hispanic Heritage Month and provides a historical overview of the valuable contributions of Hispanic immigrants and citizens to the Commonwealth through business and industry, politics, education, the sciences and the arts.","","2012-2016",0,1,0,0,0,0,0,1,0,0,NA,2,NA
"1044","PA","PA SR 387 2012","This resolution recognizes October 2012 as Polish American Heritage Month and honors the contributions of numerous Polish immigrants and Polish Americans in the United States.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1045","PA","PA SR 405 2016","This resolution designates July 16, 2016, as Anthracite Heritage Day, and celebrates the various ethnic origins of coal miners, many of whom were immigrants.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1046","PA","PA SR 50 2015","This resolution designates the month of March 2015 as Irish American Heritage Month.","","2012-2016",0,0,0,0,0,0,0,0,0,0,NA,0,NA
"1047","PA","PA SR 52 2013","This Senate resolution designates March 2013 as Irish American Heritage Month in the State of Pennsylvania. The Philadelphia Irish Memorial: A Decade of Remembrance was the theme of the 2013 St. Patrick's Day Parade in Philadelphia.","","2012-2016",0,0,0,0,0,0,0,0,0,0,NA,0,NA
"1048","RI","RI H 5039 2015","This resolution honors Frederico Fred M. Pacheco, who passed away on December 23, 2014. He was highly respected as a Bristol community leader, especially for his work surrounding the Portuguese immigrant community.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1049","RI","RI H 5125 2013","This resolution honors and thanks Reverend Monsignor Vieira, an immigrant from Portugal, for forty-five years of faithful service to God and the people of Rhode Island.","","2012-2016",0,0,0,0,1,0,0,1,0,0,NA,2,NA
"1050","RI","RI H 5148 2015","This resolution recognizes the passing of Sister Ann C. Keefe, of the Sisters of St. Joseph, a dedicated and beloved community activist who advocated for peace, civil rights, immigrants, workers' rights and equality.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1051","RI","RI H 5422 2013","This resolution designates the month of March annually as Irish-American Heritage Month and honors the contributions that Irish immigrants have made to the growth and development of the United States.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1052","RI","RI H 5518 2013","This resolution honors Casar Chavez, a champion of Chicanos, immigration efforts and migrant workers' rights.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1054","RI","RI H 5878 2013","This resolution requests the Office of the General Treasurer to assess, vet, and otherwise investigate the possibility of establishing a statewide EB-5 Regional Center. The EB-5 program allows foreign nationals to obtain a U.S. visa in exchange for investments in U.S. businesses that will create new jobs.","","2012-2016",0,0,0,0,1,0,0,0,0,0,NA,1,NA
"1055","RI","RI H 6230 2015","This resolution recognizes the Honorable Orlando Jose Cogollo Torres, Mayor of the Municipality of Arjona, Colombia, and his delegation for coming to Rhode Island to build and strengthen ties with the City of Pawtucket and the state. With more than 8,000 residents, Colombian descendants and immigrants have prospered and added to the vibrancy of the state.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1056","RI","RI H 6268 2013","This resolution expresses condolences on the passing of Elmer Anthony Chips Chipparoni, one of eight children of Italian immigrants.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1057","RI","RI H 6295 2015","This resolution expresses sympathy for the passing of John S. Mellekas. Mellekas was the son of Greek immigrants and went on to have a successful career in the NFL and later became a Physical Education Teacher with the Newport School Department, retiring in 1996.","","2012-2016",0,1,0,0,0,0,0,1,0,0,NA,2,NA
"1058","RI","RI H 7079 2016","This resolution congratulates Rhode Island Family Court Chief Judge Haiganush R. Bedrosian on her retirement. She was the daughter of Armenian immigrants.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1059","RI","RI H 7410 2016","This resolution mourns the death of Vincent Albert Buddy Cianci, Jr. He was the grandson of Italian immigrants and former mayor of Providence, Rhode Island.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1060","RI","RI H 7623 2012","This resolution honors the legacy of Cesar Chavez, an American labor leader who forever changed the lives of farm workers in America by working with the Community Service Organization (CSO) in San Jose, California and helping Chicanos with immigration problems.","","2012-2016",0,0,0,0,1,0,0,0,0,0,NA,1,NA
"1061","RI","RI H 8245 2016","This resolution ongratulates Isabella Palumbo, Victoria O'Neill, and Olivia Santilli for their Honorable Mention win in the 2016 C- Span Student Cam Competition for their documentary, Syrian Refugees Or Not.","","2012-2016",0,1,0,0,0,0,1,0,0,0,NA,1,NA
"1062","RI","RI H 8371 2014","This law renames a human resource investment council as the Governor's Workforce Board of Rhode Island to create a strategic statewide employment and training plan. The general assembly recognizes the need to stimulate long-term economic development, reconcile the needs of parents, work, and families, better integrate immigrants and minorities fully into the workforce, and improve workers' educational preparation and skills.","","2012-2016",0,1,0,0,0,0,0,1,1,0,NA,3,NA
"1063","RI","RI S 1001 2013","This resolution recognizes Socorro Gomez-Potter, an immigrant from Mexico who worked for a period of time as a migrant worker, for her outstanding leadership in public education.","","2012-2016",0,1,0,0,0,0,0,1,0,0,NA,2,NA
"1064","RI","RI S 2003 2016","This resolution congratulates Rhode Island Family Court Chief Judge Haiganush R. Bedrosian on her retirement. She was the daughter of Armenian immigrants.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1065","RI","RI S 2063 2012","This resolution urges the Congress and the President of the United States to make the Republic of Poland eligible for the U.S. Department of State's Visa Waiver Program.","","2012-2016",0,0,0,0,0,0,0,0,0,0,NA,0,NA
"1066","RI","RI S 2258 2016","This resolution mourns the death of Vincent Albert Buddy Cianci, Jr. He was the grandson of Italian immigrants and former mayor of Providence, Rhode Island.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1067","RI","RI S 2775 2016","This resolution commemorates the celebration of Saint Patrick's Day and recognizes the contributes of Irish immigrants in forming the cultural foundation of Rhode Island.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1068","RI","RI S 2776 2014","This resolution commemorates the celebration of the Feast of St. Joseph and the principles his life celebrates. Italian immigrants to Rhode Island helped form the cultural foundation of our state and today they sing the praises of Saint Joseph as songs of inclusion, of strength tempered by faith, of sacrifice for family, and of the glorious gift of honest labor.","","2012-2016",0,0,0,0,1,0,0,1,0,0,NA,2,NA
"1069","RI","RI S 2776 2016","This resolution commemorates the celebration of St. Joseph's Day and recognizes the contributions of Italian immigrants in forming the cultural foundation of Rhode Island.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1070","RI","RI S 2777 2014","This resolution commemorates the celebration of the Feast of St. Patrick, the Patron Saint of Ireland. Irish immigrants to Rhode Island helped form the cultural foundation of our state, and Rhode Islanders of Irish lineage today proudly sing of their roots.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1071","RI","RI S 2784 2012","This resolution commemorates the celebration of the Feast of St. Patrick, the Patron Saint of Ireland in recognition of Irish immigrants and their contributions to helping Rhode Island form the cultural foundation of the state.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1072","RI","RI S 2785 2012","This resolution commemorates the celebration of the Feast of St. Joseph and recognizes Italian immigrants for helping Rhode Island form the cultural foundation of the state.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1073","RI","RI S 2820 2014","This law maintains affirmative defence to prostitution if acts are committed due to coercion from withholding an immigration document.","","2012-2016",0,0,0,0,0,0,0,0,0,0,NA,0,NA
"1074","RI","RI S 300 2013","This resolution congratulates President Barack Obama, the son of a Kenyan immigrant, on his second term inauguration.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1075","RI","RI S 3066 2016","This resolution thanks Bernard Beaudreau for his twenty-six years of public service. He was at the forefront of efforts to restore food stamps for legal immigrants.","","2012-2016",0,0,1,1,1,0,0,1,0,0,NA,4,NA
"1076","RI","RI S 3124 2014","This resolution requests that the US Congress strongly support a peaceful unification of Ireland using all possible diplomatic means. Special acknowledgment is given to the contributions of Irish immigrants to Rhode Island.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1077","RI","RI S 3125 2014","This law creates a special senate task force to study the evaluation and certification of foreign- trained professionals. The task force shall report its findings and recommendations to the Senate on or before March 4, 2015.","","2012-2016",0,0,0,0,0,0,0,0,0,0,NA,0,NA
"1078","RI","RI S 3144 2014","The Senate of the State of Rhode Island and Providence Plantations honors Senator Dawson Hodgson as he concludes his service in the Rhode Island General Assembly, including his support for Education Reform, Government Management Ethics, Tax Policy, and Immigration.","","2012-2016",0,1,0,0,1,0,0,0,0,0,NA,2,NA
"1080","RI","RI S 687 2015","This resolution commemorates St. Patrick's Day in Rhode Island and recognizes the Irish immigrants in the state who helped form the cultural foundation of the state.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1081","RI","RI S 688 2015","This resolution commemorates the celebration of St. Joseph's Day in Rhode Island and recognizes the Italian immigrants who helped form the cultural foundation of the state.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1082","RI","RI S 77 2015","This resolution recognizes the passing of Sister Ann C. Keefe, of the Sisters of St. Joseph, a dedicated and beloved community activist who advocated for peace, civil rights, immigrants, workers' rights and equality.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1084","RI","RI S 784 2013","This resolution commemorates the celebration of St. Joseph's Day and honors Italian immigrants who have helped form the cultural foundation of Rhode Island, who sing the praises of Saint Joseph as songs of inclusion, of strength tempered by faith, of sacrifice for family, and of the glorious gift of honest labor.","","2012-2016",0,0,0,0,1,0,0,1,0,0,NA,2,NA
"1085","RI","RI S 84 2013","This joint resolution thanks Reverend Victor M Vieria, an immigrant from Portugal, for forty-five years of faithful service to God and to the people of the state of Rhode Island.","","2012-2016",0,0,0,0,1,0,0,1,0,0,NA,2,NA
"1086","RI","RI S 967 2015","This resolution honors Reverend Raymond Banigan Malm on his four decades career in the Holy Priesthood. On June 30th of 2015, he will step down as Pastor of Saint Joseph's, but will continue his work in nonviolence, AIDS care, and immigration.","","2012-2016",0,0,0,0,0,0,0,0,0,0,NA,0,NA
"1087","RI","RI S 97 2015","This law finds that all homeless people have the right to homeless shelter services regardless of political or religious beliefs, immigration status, former geographic location of residence, ethno-cultural background, disability, gender identity, criminal background, and/or sexual orientation. Homeless shelters should be sensitive to the ethno-specific and linguistic needs of residents. The law creates a committee to establish regulations for homeless shelters.","","2012-2016",0,0,0,1,1,0,0,0,0,0,NA,2,NA
"1088","RI","RI S 983 2015","This resolution expresses sympathy for the passing of John S. Mellekas. Mellekas was the son of Greek immigrants and went on to have a successful career in the NFL and later became a Physical Education Teacher with the Newport School Department, retiring in 1996.","","2012-2016",0,1,0,0,0,0,0,1,0,0,NA,2,NA
"1089","RI","RI S 996 2015","This resolution requests Governor Gina Raimondo to declare the month of June as Immigrant Heritage Month in the state of Rhode Island.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1091","SC","SC H 3701 2015","This appropriations law includes funding for the State Criminal Alien Assistance Program.","","2012-2016",0,0,0,1,0,0,0,0,0,0,NA,1,NA
"1092","SC","SC H 3710 2013","This law provides appropriations to the Department of Labor, Licensing, and Regulation to fund the department's responsibilities under the South Carolina Illegal Immigration Reform Act, including the establishment and maintenance of a 24-hour hotline to receive, record, collect, and report allegations of violations of federal immigration laws by any non-U.S. citizen or immigrant.","","2012-2016",0,0,0,0,1,0,0,1,0,0,NA,2,NA
"1093","SC","SC H 3757 2012","This human trafficking law makes it a crime to destroy, withhold, or confiscate any type of identification document including a driver's license, passport, or immigration document in the attempt to detain a victim.","","2012-2016",1,0,1,0,1,1,0,0,0,0,NA,3,NA
"1094","SC","SC H 3961 2015","This memorial requests the U.S. Department of Health and Human Services to provide information regarding the resettlement of refugees in Spartanburg, S.C. to ensure accountability and transparency of the expenditure of public funds and other costs of providing government services.","","2012-2016",0,0,1,0,1,0,1,0,0,0,NA,2,NA
"1095","SC","SC H 3980 2015","This resolution memorializes the South Carolina Department of Social Services to provide information regarding the resettlement of refugees in Spartanburg, S.C. to ensure accountability and transparency of the expenditure of public funds and other costs of providing government services.","","2012-2016",0,0,1,0,1,0,1,0,0,0,NA,2,NA
"1096","SC","SC H 4054 2013","This resolution honors Sisters Stella Breena and Sheila Byrne for their ministry to Beaufort counties. They initiated activities to assist Hispanic families and migrant farm workers living in the poverty of crowded camps.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1097","SC","SC H 4701 2014","This appropriations law continues to fund a hotline to report violations of federal immigration law, continues to require that $250,000 be transferred from carryover funds to enforce the SC Illegal Immigration Reform Act","","2012-2016",0,0,0,0,0,0,0,0,0,0,NA,0,NA
"1099","SC","SC H 5001 2016","This appropriations law includes funds for an accountability report and an Illegal Immigration Hotline required by the South Carolina Illegal Immigration Reform Act. The law funds the State Criminal Alien Assistance Program. It includes a provision that no state funds shall be expended to assist in the United States Refugee Resettlement Program unless the county council of the county where the resettlement is to occur approves the relocation.","","2012-2016",0,0,0,1,0,0,1,0,0,0,NA,1,NA
"1100","SC","SC S 1033 2012","This law repeals the current Migrant Farm Workers Commission.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1101","SC","SC S 1114 2012","This resolution extends an invitation to the National Commander of the American Legion, The Honorable Fang Wong, to address the South Carolina General Assembly. Mr. Wong is an Army veteran and naturalized citizen who immigrated from China.","","2012-2016",0,0,0,0,0,0,0,0,0,0,NA,0,NA
"1104","SC","SC S 356 2014","This law establishes that in order to be commissioned as a notary, applicants must read and write English and be registered voters. Notaries are prohibited from giving advice on legal matters, including immigration counselling, and must display signs in English and any other languages they advertise in to inform clients they are unable to provide legal services.","","2012-2016",0,0,0,0,1,0,0,0,0,0,NA,1,NA
"1105","SC","SC S 411 2015","This law designates every October as Italian American heritage month in South Carolina.","","2012-2016",0,0,0,0,0,0,0,0,0,0,NA,0,NA
"1106","SC","SC S 437 2015","This law enacts the James B. Edwards Civics Education Initiative to require all students of public or charter schools or people pursuing a general educational development certificate in South Carolina to take the citizenship civics test produced by the U.S. Citizenship and Immigration Services. Although students are not required to achieve a minimum score, the bill directs school districts to award a certificate of achievement to students who receive a passing grade.","","2012-2016",0,1,1,0,1,0,0,0,0,0,NA,3,NA
"1107","SC","SC S 598 2013","This resolution honors Dr. Anthony Joseph Tony Digiorgio, the son of an immigrant brick layer, for his significant contributions to Winthrop University.","","2012-2016",0,1,0,0,0,0,0,1,0,0,NA,2,NA
"1108","SC","SC S 914 2016","This resolution declares January 30, 2016, as Fred Korematsu Day in South Carolina. He was the son of Japanese immigrant parents, and famously known for being the plaintiff in Korematsu v United States.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1109","SC","SC S 993 2016","This resolution mourns the death of George Joseph Parness, who was the son of immigrants, decorated veteran, and enjoyed a successful political career.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1110","SD","SD H 1045 2015","Any foreign-trained or any other graduate from a dental program or dental hygiene program not accredited by the American Dental Association Commission on Dental Accreditation may apply for a license to practice as a dentist or dental hygienist. The board, by rule promulgated pursuant to chapter 1-26, shall establish requirements to reasonably ensure that an applicant's training and education are sufficient for licensure.","","2012-2016",1,1,0,0,1,0,0,0,0,0,NA,3,NA
"1112","SD","SD HC 1015 2012","This resolution honors Tabor's Annual Czech Days festivities on its sixty-fourth anniversary on June 14, 15, and 16th of 2012 in celebration of Czech immigrants who have enriched South Dakota culture.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1114","SD","SD HCR 1014 2016","This resolution calls upon the United States to save Christians from persecution and genocide in Iraq, Syria, Pakistan, Iran and Libya and that the secretary of Homeland Security shall consider the expedited processing of visas for Yazidis and Christians and shall consider that such applications receive priority status.","","2012-2016",0,0,0,0,0,0,0,0,0,0,NA,0,NA
"1117","SD","SD S 189 2012","This law requires that an operator's license, or instruction permit bear an indication that the license is temporary or limited term if the holder has temporary lawful status in the United States.","","2012-2016",1,0,0,0,1,0,0,0,0,0,NA,2,NA
"1120","SD","SD SC 22 2013","This resolution celebrates and honors Tabor's Annual Czech Days Festivities on its 65th anniversary, recognizing the cultural contributions by Czech immigrants in South Dakota.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1121","SD","SD SCR 8 2015","This resolution condemns the growing anti-Semitism in certain countries and extends an invitation to Jewish families from around the world to South Dakota.","","2012-2016",0,0,0,0,0,0,0,0,0,0,NA,0,NA
"1122","TN","TN H 10 2015","This law requires high school students, except those in programs where such testing has been determined inappropriate, to take a U.S. Citizenship and Immigration Services test.","","2012-2016",0,1,0,0,1,0,0,0,0,0,NA,2,NA
"1124","TN","TN H 501 2013","This law prohibits local governments from mandating that construction companies pay in excess of the prevailing wage as established by the prevailing wage commission for state highway construction projects and further states that ordinances and regulations related to wage theft are preempted by existing state and federal laws, wihch include the Migrant and Seasonal Agricultural Protection Act.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1125","TN","TN H 670 2015","This law requires institutions that accept nonimmigrant students possessing an F-1 or M-1 student visa for instruction to report non-immigrant student enrollment at the beginning and end of each period of study to the Department of Safety.","","2012-2016",0,1,0,0,0,0,0,1,0,0,NA,2,NA
"1126","TN","TN HJR 125 2013","This resolution recognizes the Belmont Homework Hotline, whose volunteers have donated their time to tutoring at-risk children, including those in low-income or immigrant families.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1127","TN","TN HJR 260 2015","This resolution recognizes Chaplain (COL-R) Alvin E. Miller Sr. of the United States Army on the occasion of his retirement. A native of Fort Pierce, Florida, Alvin Miller was the second oldest of ten children born to Ms. Elizabeth Miller, an unwed migrant worker. Chaplain Miller Sr. went on to lead a career full of accomplishments.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1128","TN","TN HJR 582 2014","This resolution urges the Tennessee Congressional delegation to influence the Department of Justice to ensure that the Romeike family is granted asylum and given a potential path of American citizenship. The Romeike family arrived in the United States from Germany in 2008. They face fines, imprisonment, and the seizure of their children due to their decision to home school their six children based on a Christian curriculum in Germany, where home schooling is a violation of national law.","","2012-2016",0,0,0,0,1,0,0,0,0,0,NA,1,NA
"1129","TN","TN HJR 608 2014","This resolution honors and congratulates Frank Perry Ozburn, owner of the Ozburn Hollow Farm, A Tennessee Century Farm, for his and his family's dedication to agriculture. The farm was founded in 1806 by Robert Ozburn and his wife, Jane Wylie Ozburn, the son of Scotch-Irish immigrants.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1130","TN","TN HJR 686 2016","This resolution recognizes Masami Kinefuchi, Consul-General of Japan. Before taking the office of Consul-General, he served as Assistant Vice Minister at the Ministry of Justice in charge of immigration policy.","","2012-2016",0,0,0,0,1,0,0,0,0,0,NA,1,NA
"1134","TN","TN HR 166 2012","This resolution commends Taiwan for its relations with the United States and the State of Tennessee and supports the inclusion of Taiwan to participate in the United States' Visa Waiver Program, to enhance the special sister-state bond between Tennessee and Taiwan.","","2012-2016",0,0,0,0,0,0,0,0,0,0,NA,0,NA
"1135","TN","TN HR 29 2013","This resolution honors the memory of Armena Abernathy, the daughter of Armenian immigrants.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"1136","TN","TN S 1012 2015","This law permits any permanent legal resident of the U.S. who is an honorably discharged veteran of the U.S. Armed Forces to be employed as a police officer, provided that the officer applies for or obtains U.S. citizenship within six years of the employment start date.","","2012-2016",1,0,0,1,1,0,0,0,1,0,NA,4,NA
"1137","TN","TN S 1036 2013","This law establishes a human rights task force, which may include a representative from U.S. Immigration and Customs Enforcement, to meet at least biannually to address all aspects of human trafficking, including sex and labor trafficking of both citizens and foreign nationals.","","2012-2016",0,0,0,0,0,0,0,0,0,0,NA,0,NA
"1139","TN","TN S 170 2013","This law, which relates to purchasing and procurement, prohibits the acquisition of goods or services from any person who knowingly employs the services of undocumented immigrants.","","2012-2016",0,0,0,0,1,0,0,1,0,0,NA,2,NA
"1140","TN","TN S 185 2015","This law provides that a city or county shall not issue a beer permit unless the applicant has been a citizen or lawful resident of the U.S. for not less than one (1) year immediately preceding the date of application.","","2012-2016",1,0,0,0,0,0,0,0,0,0,NA,1,NA
"1142","TN","TN S 200 2013","This law provides for increased benefits for prolonged employment-related disabilities but exempts those not eligible or authorized to work in the United States from qualifying.","","2012-2016",0,0,0,0,0,0,0,0,1,0,NA,1,NA
"1143","TN","TN S 2115 2014","This law states that a student will be classified as a state resident and charged in-state tuition if the student is a citizen of the United States, has resided in Tennessee for at least one year immediately prior to admission and has graduated from a Tennessee public secondary school, graduated from a private secondary school that is located in this state, or earned a Tennessee high school equivalency diploma.","","2012-2016",0,1,0,0,0,0,0,0,0,0,NA,1,NA
